,Twitter Query: lang:es -filter:retweets -filter:replies @GobIzcalli,,,,,,,,,,,,,,,,,,,
02/05/2022 12:59,@EnfasisComunica,Énfasis Comunica,"La presidenta @KarlaFiesco del @Gobizcalli se reunió con trabajadores del SUTEYM, agradeció al sindicato por el trabajo en conjunto con el municipio que se ha estado realizando Francisco Cahue, dijo a los compañeros ser un bloque sólido, un sindicato unido",1521187596503814144,https://bit.ly/3LK0G8A,https://pbs.twimg.com/media/FRxXDweXEAAzSx1.jpg,,0,0,Twitter Web App,3062,1990,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
02/05/2022 12:13,@adriangatillo,El Michi de Izcalli (en bici) 🐈🚴🏻💫🔥,"Buenas tardes @KarlaFiesco del bactor lo entiendo perfectamente, pero por qué hay tantos autos de personal de servicios públicos de @GobIzcalli @SPublicaIzcalli @Implancizcalli sobre la #CicloviaIzcalli????",1521175994807296003,,https://pbs.twimg.com/media/FRxNgHHXIAE_FVQ.jpg,,1,2,Twitter for iPhone,1333,988,15,,3/29/2011,Infonavit Cuautitlan Izcalli N,"Soy lo mejor de lo peor, lo + caro de la barata, Intelectual y analfabeta, Algo de números, algo de letras... Soy donde vengo y a donde voy 🏳️‍🌈😻🐈🚴📸✈️🏎️",,,View
02/05/2022 12:04,@ObservatorioM19,Observatorio Metropolitano,"Alumnos del @ComunidadTESCI en Cuautitlán #Izcalli se manifiestan por #inseguridad adentro y fuera de su plantel, además de señalar casos de acoso sexual. @SeducEdoMex @SS_Edomex @KarlaFiesco @GobIzcalli @SPublicaIzcalli",1521173841170604036,,https://pbs.twimg.com/media/FRxLi_yXEAIXyha.jpg,,0,2,Twitter for Android,355,933,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
02/05/2022 11:56,@pizcalli,Periódico de Izcalli,👉🏽 Trabajan de la mano gobierno de #Izcalli y #SUTEyM Información completa 👇 @GobIzcalli,1521171745264312320,https://periodicodeizcalli.com/trabajan-de-la-mano-gobierno-de-izcalli-y-suteym/,,,0,0,Twitter Web App,12336,297,43,,12/21/2009,Cuautitlán Izcalli,"Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli",http://www.periodicodeizcalli.com.mx,,View
02/05/2022 08:16,@Alice_mostrita,Calaca huesos anchos,"5 dias sin que bombeen agua en Paseos de Izcalli, no es percepción, es real, los tinacos ya están vacíos… que hacemos? @OperaguaIzcalli @KarlaFiesco @GobIzcalli @izcaheroes @izcaheroes",1521116535535943682,,,,0,0,Twitter for iPhone,153,539,1,,4/25/2010,,Ya no me defino por qué siempre la cago.,,,View
01/05/2022 18:38,@12Parrafo,Párrafo 12/24,"La alcaldesa de @GobIzcalli , @KarlaFiesco , encabezó el festival “Ciudad Futuro”, organizado con motivo del Día del Niño, al que acudieron más de 32 mil izcallenses, donde niñas, niños y adolescentes se divirtieron a través del aprendizaje.",1520910610854289408,https://m.facebook.com/story.php?story_fbid=378449607627214&id=100063865320724,https://pbs.twimg.com/media/FRta0dpWQAAUXLS.jpg,,0,0,Twitter Web App,251,157,3,,10/1/2017,,,,,View
30/04/2022 20:33,@SoyJimmynegro,SoyJimmy Again,#Izcalli #CuautitlanIzcalli #Izcallinseguro #Inseguridad @EdomexYa @Contexto_Edomex @edomexinforma_ Asi casual cualquiera anda armado. @GobIzcalli RT @pizcalli: 🚨🚔 Detienen a 3 por portación de arma de fuego en #Izcalli Detalles:,1520577107360952322,"https://twitter.com/pizcalli/status/1520457508900548610
https://periodicodeizcalli.com/detienen-a-3-por-portacion-de-arma-de-fuego-en-izcalli/",,,0,1,Twitter for Android,9,15,0,,1/12/2022,,"El burro no era arisco, me hicieron.",,,View
30/04/2022 20:32,@revista_pendulo,péndulo_revista,Más de 5000 niños y niñas de Izcalli festejan su día en “Ciudad Futuro”.  @GobIzcalli #ciudadfuturo #DiaDelNino,1520576988959760384,https://www.pendulonline.com/mas-de-5000-ninos-y-ninas-de-izcalli-festejan-su-dia-en-ciudad-futuro/,,,1,0,Twitter for Android,1488,741,7,,2/23/2010,México,Cuenta Oficial de la Revista Péndulo.,http://www.pendulonline.com,,View
30/04/2022 14:58,@psicgerar,Gerardo Espinosa,Todos los días está así y al parecer es agua potable puede atender esto @OperaguaIzcalli @izcaheroes @DMDHCIzcalli @elizcallense @pizcalli @GobIzcalli @IzcalliDenuncia @mizcalli,1520492715007520771,,pic.twitter.com/USHbhLhts5,,0,0,Twitter for Android,20,269,0,,9/18/2019,México,,,,View
30/04/2022 12:28,@DanielAlbertMtz,Daniel Martínez,Amaneció muerta una persona en la plaza Isidro Fabela (frente a la Calmécac). Podría twittear y sacarse una foto sonriendo @KarlaFiesco como lo hace diariamente? Cuándo habrá seguridad en @CuautitlanMX ? @CIzcalli_EdoMex @izcaheroes @pizcalli @GobIzcalli @IzcalliDenuncia,1520454939356852224,,,,0,0,Twitter for iPhone,113,458,3,,5/7/2010,"México, México","MBA, LRI, curioso de la religión, la música y el fútbol.",,,View
29/04/2022 22:39,@tvmextv,TvMex,#TvMexNoticias “Ciudad Futuro” llega a Cuautitlán Izcalli con motivo del Día del Niño @GobIzcalli @KarlaFiesco (P3),1520246501284663302,,pic.twitter.com/4Tzmj1WEqQ,,8,8,Twitter for iPhone,1385,1980,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
29/04/2022 22:38,@tvmextv,TvMex,#TvMexNoticias “Ciudad Futuro” llega a Cuautitlán Izcalli con motivo del Día del Niño @GobIzcalli @KarlaFiesco (P2),1520246310653161472,,pic.twitter.com/bpukK8RjTV,,8,8,Twitter for iPhone,1385,1980,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
29/04/2022 22:38,@tvmextv,TvMex,#TvMexNoticias “Ciudad Futuro” llega a Cuautitlán Izcalli con motivo del Día del Niño @GobIzcalli @KarlaFiesco (P1),1520246071364317186,,pic.twitter.com/1Kw33V0C9w,,8,8,Twitter for iPhone,1385,1980,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
29/04/2022 20:52,@12Parrafo,Párrafo 12/24,"Con motivo del Día del Niño, la presidenta municipal de @GobIzcalli , @KarlaFiesco inauguró la ""Ciudad Futuro"", al cual asistieron más de 5 mil niñas y niños de todo el municipio.",1520219428327239680,https://m.facebook.com/story.php?story_fbid=377172974421544&id=100063865320724,https://pbs.twimg.com/media/FRjm2UPWUAEQn2i.jpg,,0,0,Twitter Web App,250,157,0,,10/1/2017,,,,,View
29/04/2022 17:17,@VisionUrbanaMX,Visión Urbana,"Cuautitlán #Izcalli #CiudadFuturo abrió sus puertas, asiste con tus pequeños este viernes y sábado desde las 12 del día en la Explanada Municipal para celebrar el #DíaDelNiño, invita @KarlaFiesco y el @GobIzcalli",1520165395411480583,,https://pbs.twimg.com/media/FRi2XR9WQAAMMyE.jpg,,0,0,Twitter for iPhone,5793,5866,41,,5/28/2010,Valle de México,Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX,http://www.vision-urbana.com.mx,,View
29/04/2022 16:48,@furia_mexicana,Furia Mexicana,"Señor(a) No sean indiferentes, en #Mexico se desaparecen a las niñas en la cara de la gente. Ayuda a regresar a casa a #Betsabe @GobIzcalli @izcalliciudadan @AmberEdomex @CuautitlanMX @MareaVerdeMex @mujeresdelasal @ISBeauvoir @womensonfire @proceso @Edomex @FGRMexico",1520158049880580097,,https://pbs.twimg.com/media/FRivrqOX0AAGlrH.jpg,,0,0,Twitter for Android,1526,5000,4,,8/20/2020,"Barcelona, Spain",💜 Colectiva feminista de Migrantes 🇲🇽 en Barcelona 📬 furiamexicana.bcn@gmail.com,https://www.facebook.com/FuriaMexicanaBCN/,,View
29/04/2022 12:17,@EnfasisComunica,Énfasis Comunica,"29 y 30 de Abril, a partir del medio día, no puedes perderte LA CIUDAD DEL FUTURO en la explanada del Palacio Municipal, lleva a tu familia a pasar un rato agradable festejando el Día del niño!👦🏻🧒🏼🪁🎉🍿🧸🚂 #cuautitlanizcalli #izcalli #diadelniño @GobIzcalli @KarlaFiesco",1520089949202268165,,https://pbs.twimg.com/media/FRhxv3oXwAABWtg.jpg,,0,0,Twitter for iPhone,3063,1991,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
29/04/2022 11:25,@tvmextv,TvMex,#QueNoSeTePase El gran evento para celebrar el Día del niño y niña es hoy en Cuautitlán Izcalli ¡No faltes! @GobIzcalli @KarlaFiesco,1520076908473556993,,https://pbs.twimg.com/media/FRhl49iXEAECRMD.jpg,,0,0,Twitter for iPhone,1386,1979,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
29/04/2022 11:21,@radiomex,Radiomex,#QueNoSeTePase El gran evento para celebrar el Día del niño y niña es hoy en Cuautitlán Izcalli ¡No faltes! @GobIzcalli @KarlaFiesco,1520075880881664004,,https://pbs.twimg.com/media/FRhk9DlWQAErdWU.jpg,,0,0,Twitter for iPhone,3559,3240,18,,8/27/2009,México,"Estación de Radio Digital, que transmite los 365 días del año, las 24 horas del día #LaRadioDeHoy",http://www.radiomex.com.mx,,View
29/04/2022 10:07,@UN1ON_Edomex,UN1ÓN Edomex,#Buenosdías!!! #BuenViernes @GobIzcalli Convocatoria Policía Municipal Cuautitlán Izcalli 2022. Chécala,1520057150604775424,https://bit.ly/3rZqipU,https://pbs.twimg.com/media/FRhTlkOUcAAd2OW.jpg,,0,0,TweetDeck,237,332,3,,11/2/2016,,,,,View
29/04/2022 09:49,@nestormena7_7,"Mena, Néstor E.","Pésimos los de las vacunas en @GobIzcalli , terminado de vacunar 5 horas antes de lo publicado en sus redes. Si no tenían vacunas para qué convocaban? Primero se vacunan ellos y dejan de lado a los demás.",1520052556428365825,,https://pbs.twimg.com/media/FRhPvK3XMAA-bJ5.jpg,,0,0,Twitter for Android,84,627,0,,10/10/2020,"Guanajuato, México","(es pregunta retórica, no te emociones)",,,View
28/04/2022 22:45,@VisionUrbanaMX,Visión Urbana,"Cuautitlán #Izcalli Niñas y niños izcallenses serán los protagonistas el día de mañana en el evento ""Ciudad Futuro"" en la explanada municipal. Asiste con todas las medidas sanitarias. @GobIzcalli @KarlaFiesco",1519885494053711873,,https://pbs.twimg.com/media/FRe3zOdWUAI2XO-.jpg,,0,0,TweetDeck,5793,5866,41,,5/28/2010,Valle de México,Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX,http://www.vision-urbana.com.mx,,View
28/04/2022 21:41,@tvmextv,TvMex,#TvMexNoticias DIF Cuautitlán Izcalli y fundación #Devlyn firman convenio de colaboración @GobIzcalli @jessornot @KarlaFiesco,1519869521204596736,,pic.twitter.com/ePLmBVdPf1,,9,9,Twitter for iPhone,1385,1979,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
28/04/2022 21:13,@EnfasisComunica,Énfasis Comunica,"No te pierdas este viernes 29 de abril, en punto de las 3:00pm, la entrevista a la alcaldesa de #Izcalli @KarlaFiesco quien nos comparte el trabajo realizado por el @GobIzcalli en sus primeros 100 de gobierno. #HaciendoÉnfasis #LaFuerzaDeLaExpresión #Izcalli",1519862286722154497,,https://pbs.twimg.com/media/FReisLfXMAAt-Hv.jpg,,0,0,Twitter for iPhone,3063,1991,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
28/04/2022 13:00,@pizcalli,Periódico de Izcalli,"⚠🤓 Lentes desde 180 hasta 400 pesos acercará #Devlyn a vecinos de #Izcalli, tras firmar convenio con @GobIzcalli Detalles 👇",1519738222397427712,https://periodicodeizcalli.com/lentes-desde-180-hasta-400-pesos-acercara-devlyn-a-vecinos-de-izcalli/,https://pbs.twimg.com/media/FRcpN_7WQAAj-p1.jpg,,0,0,Twitter Web App,12313,297,43,,12/21/2009,Cuautitlán Izcalli,"Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli",http://www.periodicodeizcalli.com.mx,,View
28/04/2022 11:59,@EnfasisComunica,Énfasis Comunica,"Integrante de la alianza global de jóvenes políticos solicita convenio con el @GobIzcalli, como resultado se tendrán ferias de salud integral, asesorías jurídicas, velar los derechos de niños y niñas, y apoyar a los niños que han tenido que abandonar la escuela.",1519722964022824961,,https://pbs.twimg.com/media/FRcj-mbVIAYwQ8P.jpg,,0,0,Twitter for Android,3063,1991,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
28/04/2022 11:38,@EnfasisComunica,Énfasis Comunica,"Naty una joven con discapacidad, pidió el apoyo a las autoridades para que sus amigos y ella puedan seguir realizando lo que le gusta. ✅Medicamentos ✅ Educación Asimismo, reconoció la gran labor que realiza la presidenta @KarlaFiesco en el tema de áreas para ellos @GobIzcalli",1519717707662258176,,https://pbs.twimg.com/media/FRcfMtBVsAAXP4W.jpg,,0,0,Twitter for Android,3063,1991,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
28/04/2022 11:32,@EnfasisComunica,Énfasis Comunica,Integrantes del cabildo del @GobIzcalli aprueban que ciudadanos registrados para los asuntos de interés en la comunidad de #Izcalli puedan tomar la palabra por 5 minutos e integrarse a la mesa.,1519716250066165762,,https://pbs.twimg.com/media/FRcd3wOVcAAsOMv.jpg,,0,0,Twitter for Android,3063,1991,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
28/04/2022 07:50,@AntonioCataro59,Antonio Estudillo.,Entonces ¿quién gobierna en @Edomex ? @alfredodelmazo @SEMOV_Edomex @EdoMexAzul @PRI_EDOMEX @Morena_edomex @GobIzcalli @REMEMOS_Edomex RT @CCMexOficial: Lo hemos pedido una y otra vez a @SEMOV_Edomex a través de @Sitramytem pero l única respuesta que tenemos es: “los concesionarios no lo permiten” es absurdo que pongan el pie a la movilidad!!!,1519660424215605248,"https://twitter.com/CCMexOficial/status/1519528020419256320
https://twitter.com/buenaventura451/status/1519525022234079232",,,0,0,Twitter for Android,641,584,14,,6/28/2012,www.elpoderdelapalabra.com.mx,"Profesor de economía y practicante de aikido. Gusto por la literatura, jazz, rock progesivo. Y triatleta, ya qué.🏊🚴🏃",http://todo-esta-en-todo.webnode.mx,,View
27/04/2022 22:19,@EnfasisComunica,Énfasis Comunica,"FIRMA DE CONVENIO DE COLABORACIÓN CON FUNDACIÓN #DEVLYN, SISTEMA MUNICIPAL #DIF Y EL GOBIERNO MUNICIPAL DE #IZCALLI Checa la nota completa 👇🏻 @GobIzcalli @KarlaFiesco",1519516513258160128,https://bit.ly/3KioUF7,https://pbs.twimg.com/media/FRZoMltXIAAn3Cm.jpg,,0,0,Twitter for iPhone,3063,1991,37,,11/1/2010,Cuautitlán Izcalli,"Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com",http://enfasiscomunicaciones.com,,View
27/04/2022 20:56,@charly_osf,CARLOS SANCHEZ,"Cómo está lloviendo, no me puedo mojar y me urge jugar billar... Que más da! Atravieso la camioneta a 1/2 calle aunque haga un desmadre a los demás #inconsciente #tantitamadre @izcaheroes @IZCALLIVIVEAC @GobIzcalli @IzcalliDenuncia nos falta educación!",1519495771879583746,,https://pbs.twimg.com/media/FRZVWLmXEAAD7Fx.jpg,,1,2,Twitter for Android,111,328,1,,4/7/2011,"Cuautitlán Izcalli, México","LUCHADOR INCANSABLE EMPRENDEDOR, MI FAMILIA ES MI MOTOR, RETIRADO DE LAS MOTOS, MI GUSTO SON LOS AUTOS, RAIDER 💘, DM, MACALLAN, 4T THATS ALL!",,,View
27/04/2022 20:23,@AntonioCataro59,Antonio Estudillo.,"Pero como queda lejos de @Edomex @GobIzcalli @EdoMexAzul @Morena_edomex @alfredodelmazo @prdedomex por acá el desarrollo urbano les vale un cacahuate. La tala de árboles sigue en alta. RT @Antropocenista: La extrema ola de calor que sufren la India y Pakistán ahora es producto del calentamiento global. Ambos países han visto un aumento de temperatura 1 y 1.2 grados respectivamente. A finales de siglo, si las cosas siguen así, podrían llegar a 3.5 grados de aumento de temp 😬",1519487546501304320,https://twitter.com/Antropocenista/status/1519485502608400385,https://pbs.twimg.com/media/FRZMAoDVkAAMhI-.jpg,,0,0,Twitter for Android,641,584,14,,6/28/2012,www.elpoderdelapalabra.com.mx,"Profesor de economía y practicante de aikido. Gusto por la literatura, jazz, rock progesivo. Y triatleta, ya qué.🏊🚴🏃",http://todo-esta-en-todo.webnode.mx,,View
27/04/2022 18:32,@NDP_Noticias,NDP Noticias,"El @GobIzcalli que encabeza la presidenta, @KarlaFiesco, a través del @DIFIzcalli2022, firmó un Convenio de Colaboración con la Fundación Devlyn con el que pretende acercar a la población lentes graduados a bajo costo.",1519459510276042753,https://www.ndpnoticias.com/?p=2767,,,0,0,Twitter for iPhone,1627,1859,4,,3/28/2017,"Atizapán de Zaragoza, México",,https://ndpnoticias.com,,View
27/04/2022 13:45,@noticiazonacero,Zona Cero Noticias Edoméx,#ZCN | Así será la Ciudad Futuro que instalará el @GobIzcalli este viernes y sábado en la explanada del Palacio Municipal para celebrar a lo grande el Día del Niño.,1519387316158013440,,https://pbs.twimg.com/media/FRXytehXoAAyJTK.jpg,,0,0,Twitter for Android,12228,445,63,,1/28/2013,Estado de México,Portal web con las noticias y los hechos más relevantes ocurridos en el norte del Estado de México.,http://www.zonaceronoticias.com.mx,,View
27/04/2022 12:48,@ContinuamosMX,Continuamos Mx,GOBIERNO DE CUAUTITLÁN IZCALLI ABRE CONVOCATORIA PARA INCORPORAR NUEVOS ELEMENTOS A LA POLICÍA MUNICIPAL  #Izcalli #CuautitlánIzcalli @KarlaFiesco @GobIzcalli,1519372881800667138,https://continuamos.mx/?p=36101,,,0,0,Twitter for iPhone,10721,8954,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
27/04/2022 12:21,@izcaheroes,Izcaheroes 🇲🇽,"Muy probablemente tienen acuerdo con el mismo @GobIzcalli para permitir puedan estacionar son problemas sus unidades, lo mismo pasa con la planta @Gatorade se reporta pero tránsito municipal no los toca. RT @jamesverver: @LizHernandezE todos los días obstruyen un carril los trailers de @CocaColaMx en la planta de Cuautitlán Izcalli, se hace un tráfico enorme hasta la autopista, incluso hay patrullas de tránsito, pero no hacen nada obviamente, podrías ir a hacer un reporte? @LizHernandezE",1519366112546373632,https://twitter.com/jamesverver/status/1519320195545849859,,,0,1,Twitter for Android,6811,6052,52,,10/6/2012,"Cuautitlán Izcalli, México","Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.",,,View
