Username;Location;Bio;User Since;Followers;user_friends;Favorites;Verified;Date;Tweet Text;Source;is_retweet;Column1
Lilian Godoy;;*MI EN LINEA SIGUE ESPERANDO TU ESCRIBIENDO.... 😓;5/18/2015;67;31;3124;FALSE;3/30/2022 4:23;@aczino @YouTube Saludos!!🐐 Desde INFONA CUAUTITLAN IZCALLI EDO DE MÉXICO 👏👏👏;Twitter for Android;FALSE;
Arely Escobedo;;"Lic. En Ciencias De La Comunicación 

Locutora en @Radiomex";7/11/2020;51;49;3173;FALSE;3/30/2022 4:15;RT @tvmextv: #TvMexNoticias Autoridades municipales afirman que mejora la seguridad en Joyas de #Cuautitlán https://t.co/Vley5B65ri;Twitter for Android;FALSE;
Alexis Gama;;;10/5/2021;10;38;311;FALSE;3/30/2022 4:15;RT @tvmextv: #TvMexNoticias Autoridades municipales afirman que mejora la seguridad en Joyas de #Cuautitlán https://t.co/Vley5B65ri;Twitter for Android;FALSE;
Arely Escobedo;;"Lic. En Ciencias De La Comunicación 

Locutora en @Radiomex";7/11/2020;51;49;3173;FALSE;3/30/2022 4:15;RT @tvmextv: #TvMexNoticias Se firma en Cuautitlán Izcalli el convenio del programa de Jornadas Itinerantes de Defensoría Pública @GobIzcal…;Twitter for Android;FALSE;
TvMex;México;Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy;11/27/2013;1368;1967;2035;FALSE;3/30/2022 4:15;#TvMexNoticias Autoridades municipales afirman que mejora la seguridad en Joyas de #Cuautitlán https://t.co/Vley5B65ri;Twitter for iPhone;FALSE;
Arely Escobedo;;"Lic. En Ciencias De La Comunicación 

Locutora en @Radiomex";7/11/2020;51;49;3173;FALSE;3/30/2022 4:15;RT @tvmextv: #TvMexNoticias Se firma en Cuautitlán Izcalli el convenio del programa de Jornadas Itinerantes de Defensoría Pública @GobIzcal…;Twitter for Android;FALSE;
Alexis Gama;;;10/5/2021;10;38;311;FALSE;3/30/2022 4:13;RT @tvmextv: #TvMexNoticias Se firma en Cuautitlán Izcalli el convenio del programa de Jornadas Itinerantes de Defensoría Pública @GobIzcal…;Twitter for Android;FALSE;
Alexis Gama;;;10/5/2021;10;38;311;FALSE;3/30/2022 4:13;RT @tvmextv: #TvMexNoticias Se firma en Cuautitlán Izcalli el convenio del programa de Jornadas Itinerantes de Defensoría Pública @GobIzcal…;Twitter for Android;FALSE;
TvMex;México;Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy;11/27/2013;1368;1967;2035;FALSE;3/30/2022 4:12;#TvMexNoticias Se firma en Cuautitlán Izcalli el convenio del programa de Jornadas Itinerantes de Defensoría Pública @GobIzcalli (Parte 2) @SJyDH_Edomex @IDPedomex @IvanBarrera1 https://t.co/2AZvg4FXo4;Twitter for iPhone;FALSE;
TvMex;México;Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy;11/27/2013;1368;1967;2035;FALSE;3/30/2022 4:11;#TvMexNoticias Se firma en Cuautitlán Izcalli el convenio del programa de Jornadas Itinerantes de Defensoría Pública @GobIzcalli (Parte 1) @SJyDH_Edomex @IDPedomex @IvanBarrera1 https://t.co/9hxn0J1zTT;Twitter for iPhone;FALSE;
Juan C Velázquez;;;2/27/2018;7;503;36;FALSE;3/30/2022 4:09;RT @PuntoMedioEdo: 🙏🏼🔎🤳 Piden nuestra colaboración para localizar a José Manuel Odilio Ermitaño González Morales de 79 años, fue visto por…;Twitter for Android;FALSE;
May T;México City;SIMPLEMENTE SER FELIZ....!!!!;5/8/2013;88;339;4516;FALSE;3/30/2022 4:03;RT @PuntoMedioEdo: 🙏🏼🔎🤳 Piden nuestra colaboración para localizar a José Manuel Odilio Ermitaño González Morales de 79 años, fue visto por…;Twitter for Android;FALSE;
Grisel Chávez;Estado de México;;3/31/2010;184;538;5078;FALSE;3/30/2022 3:57;RT @PuntoMedioEdo: 🙏🏼🔎🤳 Piden nuestra colaboración para localizar a José Manuel Odilio Ermitaño González Morales de 79 años, fue visto por…;Twitter Web App;FALSE;
MissaKiMR;México;Cuando veas un unicornio en el cielo, avísame!! Salgamos juntos del manicomio a buscarlo y seamos felices;5/12/2012;187;550;49421;FALSE;3/30/2022 3:53;RT @PuntoMedioEdo: 🙏🏼🔎🤳 Piden nuestra colaboración para localizar a José Manuel Odilio Ermitaño González Morales de 79 años, fue visto por…;Twitter for Android;FALSE;
faby garfias;;;1/30/2017;22;222;150;FALSE;3/30/2022 3:52;RT @PuntoMedioEdo: 🙏🏼🔎🤳 Piden nuestra colaboración para localizar a José Manuel Odilio Ermitaño González Morales de 79 años, fue visto por…;Twitter for Android;FALSE;
Sirg Ramirez;;#asicsomos #soymaratonista #soyciclista #salomonmexico #nikerun;12/21/2021;57;848;4612;FALSE;3/30/2022 3:52;RT @PuntoMedioEdo: 🙏🏼🔎🤳 Piden nuestra colaboración para localizar a José Manuel Odilio Ermitaño González Morales de 79 años, fue visto por…;Twitter for Android;FALSE;
PeriódicoAQUIᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ;Cuautitlán Izcalli, México;Conoce todos servicios que publicamos en AQUI CUAUTITLÁN IZCALLI, con 32 años de vida y un alcance desde Tepotzotlán hasta Naucalpan.;5/28/2010;6779;6269;1032;FALSE;3/30/2022 3:51;"AQUI CUAUTITLÁN IZCALLI

#RevistaDigital #Publicidad en #Internet con difusión en #RedesSociales .

¡Dale a tu #Negocio la #Difusión que necesita!

Consúltanos desde tu #Computadora, #Tablet o #Celular en: https://t.co/Xokmq6rGTf

#AQUICUAUTITLÁNIZCALLI https://t.co/jkeqrLdKDX";Postcron App;FALSE;
Punto Medio;Cuautitlán Izcalli;"Punto Medio te informa de manera seria y profesional sobre las noticias más relevantes ocurridas en Cuautitlán Izcalli.

Búscanos en puestos de periódicos.";7/1/2010;8746;3044;325;FALSE;3/30/2022 3:50;🙏🏼🔎🤳 Piden nuestra colaboración para localizar a José Manuel Odilio Ermitaño González Morales de 79 años, fue visto por última vez en el municipio de Cuautitlán #Izcalli. https://t.co/HDzoo80ezS;Twitter for Android;FALSE;
Elizabeth G. Almanza;Estado de México;Mexiquense;5/3/2011;457;714;3928;FALSE;3/30/2022 3:28;RT @ignacio_rubi: En cumplimiento a la instrucción del Subsecretario de Educación Media Superior @israeljeronimol, participé en la presenta…;Twitter for Android;FALSE;
Ócar;Far far away;mimimimimi;7/26/2009;513;1011;5641;FALSE;3/30/2022 3:26;A caso vives en cuautitlan Izcalli @ivannieblas ? https://t.co/lILQw8ufWw;Twitter for Android;FALSE;
periodicopalacio;;;8/23/2016;225;786;412;FALSE;3/30/2022 3:11;"#CuautitlanIzcalli  REÚNE A LOS ALCALDES DE LA REGIÓN
https://t.co/x67AgpEQol";Twitter Web App;FALSE;
PeriódicoAQUIᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ;Cuautitlán Izcalli, México;Conoce todos servicios que publicamos en AQUI CUAUTITLÁN IZCALLI, con 32 años de vida y un alcance desde Tepotzotlán hasta Naucalpan.;5/28/2010;6779;6269;1032;FALSE;3/30/2022 3:11;"¡QUE TODOS CONOZCAN TU NEGOCIO O SERVICIO!

#Anúnciate en AQUI CUAUTITLÁN IZCALLI #RevistaDigital y #RedesSociales

¡5 SEMANAS POR EL PRECIO DE 3!

Alcance desde #Naucalpan hasta #Tepotzotlán

Info: 555871-1287 o https://t.co/K5MH08hQby

#AQUICUAUTITLÁNIZCALLI https://t.co/z676fGicLA";Postcron App;FALSE;
Teléfono Rojo;México D.F.;Teléfono Rojo: Información directa de todo el mundo;1/25/2011;3427;1206;644;FALSE;3/30/2022 3:10;Detienen a integrantes de banda de ladrones de autos en Cuautitlán Izcalli (Fotos) - Además de quitarles sus vehículos, golpeaban a las personas para quitarles sus propiedades https://t.co/JLcseNYl5d;Twitter Web App;FALSE;
Spider Man 🤘🏻🕸️;;En mi cuenta real tengo 5k seguidores esa es @;10/5/2021;47;412;1650;FALSE;3/30/2022 3:06;@EL_GODN0DESEAD0 🤣🤣🤣🤣👨🏽‍🍳🤡;Twitter for Android;FALSE;
Spider Man 🤘🏻🕸️;;En mi cuenta real tengo 5k seguidores esa es @;10/5/2021;47;412;1650;FALSE;3/30/2022 2:59;RT @MariCruz5846: @alex_HSSN @_stefvl_ @KariSIM1de20 @galvanochoa Ya vio @lopezobrador_;Twitter for Android;FALSE;
Spider Man 🤘🏻🕸️;;En mi cuenta real tengo 5k seguidores esa es @;10/5/2021;47;412;1650;FALSE;3/30/2022 2:56;@SoloAccidentes No mams paso de todo en ese accidente;Twitter for Android;FALSE;
Germán Juárez Miramontes;;;10/21/2021;1;115;117;FALSE;3/30/2022 2:54;@Lilyth_Cristoph Hola soy de cuautitlan Izcalli;Twitter for Android;FALSE;
Hayre Fa;México ;;9/13/2017;1;65;197;FALSE;3/30/2022 2:53;@TELMEXSoluciona buenas noches Team Telmex, espero que se encuentren muy bien, tengo más de 2 horas queriéndome comunicar con ustedes para reportar fallas en mi internet (Edo Mex, Cuautitlán Izcalli) y no me es posible, pudieran x favor apoyarme. Mil Grax;Twitter for iPhone;FALSE;
Spider Man 🤘🏻🕸️;;En mi cuenta real tengo 5k seguidores esa es @;10/5/2021;47;412;1650;FALSE;3/30/2022 2:51;"@TwFromMars Mames ""cisierto""";Twitter for Android;FALSE;
pumalopez;;;2/7/2022;7;43;387;FALSE;3/30/2022 2:51;@Cuautitlan_MXXX @Fifirulais3030 @ChumelTorres 😎😎😎😎 https://t.co/gJ6GIsofSW;Twitter for Android;FALSE;
Spider Man 🤘🏻🕸️;;En mi cuenta real tengo 5k seguidores esa es @;10/5/2021;47;412;1650;FALSE;3/30/2022 2:50;"@joelpreciado50 @Fifirulais3030 @ChumelTorres Entonces como nos vamos a divertir?

Me largo de tuiter";Twitter for Android;FALSE;
edmundoolivares;México;"PADRE,ABUELO TRABAJADOR MEXICANO LO MEJOR MI  FAMILIA
Viva México CABRONES !!! 🇲🇽🧓";2/24/2019;1063;4979;169186;FALSE;3/30/2022 2:48;RT @PuntoMedioEdo: ⚠️🔥📢 Vecinos de Cuautitlán #Izcalli reportan incendio en pastizal contiguo a escuela de Infonavit Norte. https://t.co/0Y…;Twitter for Android;FALSE;
Spider Man 🤘🏻🕸️;;En mi cuenta real tengo 5k seguidores esa es @;10/5/2021;47;412;1650;FALSE;3/30/2022 2:48;@El_Vall3 @jalfredotrejo @GHOSTDEVIIL @Elblogdelosgua1 No encuentro fallas en tu lógica;Twitter for Android;FALSE;
Spider Man 🤘🏻🕸️;;En mi cuenta real tengo 5k seguidores esa es @;10/5/2021;47;412;1650;FALSE;3/30/2022 2:46;"@Gilbert57361587 @peoplefight_ Creo que al contrario de ""encabronarte"" deberías decir ""que bueno que no la dejo levantarse de ser así la mata""

A mi punto de vista solo la controlo abajo y de no ser así pues ni modo al inicio se ven las dos personas de pie no vi ventaja ni desventaja sobre alguien";Twitter for Android;FALSE;
Spider Man 🤘🏻🕸️;;En mi cuenta real tengo 5k seguidores esa es @;10/5/2021;47;412;1650;FALSE;3/30/2022 2:43;RT @Yamylove70: @FranciscoFlora3 Pretextos y mas pretextos para eliminar al INE haciéndose el mártir lagrimoso, me obligan, me acusan hay p…;Twitter for Android;FALSE;
Diana;;;11/8/2021;0;10;69;FALSE;3/30/2022 2:39;Buenas noches help!! Valle de la hacienda Cuautitlán Izcalli estado de México desde hace ,3 horas no hay luz !!!!;Twitter for Android;FALSE;
Mamá por primera vez;México;Nos enfocamos en la transformación y el crecimiento personal que estás viviendo como Mamá por primera vez. TU BEBÉ ES Y SERÁ TU MEJOR MAESTRO;9/2/2014;1691;1377;732;FALSE;3/30/2022 2:39;"Sin duda alguna, la huella de amor que ¡marcará tu vida! 
Recibe a tu bebé en Clínicas Reina Madre Sucursales Satélite, Tlalnepantla y Cuautitlán.
https://t.co/0pI2LuLjXD
#Embarazo #Ginecología #Parto #pediatría https://t.co/mcMMTuIyon";Twitter for iPhone;FALSE;
Spider Man 🤘🏻🕸️;;En mi cuenta real tengo 5k seguidores esa es @;10/5/2021;47;412;1650;FALSE;3/30/2022 2:37;"@PseudoGenios Ya lo dijiste TU

""QUE FÁCIL ES SER TIO""

🤣🤣🤣🤣 bueno eso dices tu yo veo un tuit así mira

""aquí estoy heeeyyy aquí estoy regalen me un poco de atención""

De antemano perdón por todos y todas las que se ofendan peeeeeero no me interesa lo que piensan o me pudieran escribir 😘";Twitter for Android;FALSE;
NDP Noticias;Atizapán de Zaragoza, México;;3/28/2017;1624;1861;344;FALSE;3/30/2022 2:37;"El Comité de Salud Municipal de #Cuautitlán en coordinación con el personal de la Jurisdicción Sanitaria, iniciaron los trabajos para definir las prioridades de atención a los problemas de salud en el municipio.

https://t.co/9aSfCeimyT";Twitter for iPhone;FALSE;
Angie;;;2/7/2012;60;57;2050;FALSE;3/30/2022 2:28;RT @LosCobardesTea1: Playera y medalla del *Medio Maratón Acide Cuautitlán Izcalli 2022* inspiradas en parte del primer logotipo de *Tu cas…;Twitter for iPhone;FALSE;
Marisolherrerasanchez;;;7/18/2020;132;173;6401;FALSE;3/30/2022 2:26;RT @alfredodelmazo: Del 7 al 9 de marzo aplicaremos la dosis de refuerzo a los adultos de 18 a 29 años en #Cuautitlán. #EstrategiaDeVacunac…;Twitter for Android;FALSE;
Marisolherrerasanchez;;;7/18/2020;132;173;6401;FALSE;3/30/2022 2:22;RT @alfredodelmazo: Mañana 10 de marzo aplicaremos la primera y segunda dosis a los menores nacidos en 2007 y de 15 a 17 años en #Chiconcua…;Twitter for Android;FALSE;
Diego Armando Niembro Niembro;México;;4/19/2010;82;158;41;FALSE;3/30/2022 2:20;RT @ignacio_rubi: En cumplimiento a la instrucción del Subsecretario de Educación Media Superior @israeljeronimol, participé en la presenta…;Twitter for iPhone;FALSE;
VICKY;;;8/13/2019;331;19;67773;FALSE;3/30/2022 2:19;RT @ignacio_rubi: En cumplimiento a la instrucción del Subsecretario de Educación Media Superior @israeljeronimol, participé en la presenta…;Twitter for Android;FALSE;
Notiexpress de México;;Las noticias diarias de México a tu alcance;10/30/2016;468;1;5;FALSE;3/30/2022 2:16;SESIONA CONSEJO DE SALUD MUNICIPAL DE CUAUTITLÁN https://t.co/fyfddDY9As;WordPress.com;FALSE;
Fabiola Hernández;Toluca, México;Salud Pública;2/24/2010;41;156;6943;FALSE;3/30/2022 2:16;RT @ignacio_rubi: En cumplimiento a la instrucción del Subsecretario de Educación Media Superior @israeljeronimol, participé en la presenta…;Twitter for iPhone;FALSE;
LaAlamedaAlerta;México;Los desaparecidos no son banderas raídas ni miradas difusas ni sonrisas fallidas. Historias bordadas en las venas. No son botín.;2/24/2014;4359;728;9565;FALSE;3/30/2022 2:15;RT @LaAlamedaEdoMex: #TeBuscamos Azul Pichardo Ruiz . Cuautitlán Edo Méx   @LaAlamedaAlerta #Cuautitlan #EdoMex https://t.co/eLMOP6gF55;Twitter for iPhone;FALSE;
cirs_1985;;;10/18/2021;0;13;731;FALSE;3/30/2022 2:08;RT @fsllarena: La cercanía con los municipios, nos permite identificar y potenciar sus fortalezas. Hacemos equipo en Cuautitlán y Tultepec…;Twitter for iPhone;FALSE;
Gobierno Municipal de Cuautitlán Izcalli;;Twitter oficial | Ayuntamiento de Cuautitlán Izcalli | 2022-2024. https://t.co/KoU07cxwMJ;10/23/2020;6966;34;35;FALSE;3/30/2022 2:03;"Llevamos a cabo el curso ""Buscadores de Empleo"" para 105 jóvenes del Tecnológico de Estudios Superiores de Cuautitlán Izcalli (TESCI). https://t.co/oIri2VBqlh";Twitter for iPhone;FALSE;
katy issasi;Metepec, México;atenta a víctimas;4/3/2013;174;1705;9557;FALSE;3/30/2022 1:55;RT @letycisner: Hoy firmamos en Cuautitlán Izcalli convenios con 19 ayuntamientos de la región nororiente del Estado de México, para acerca…;Twitter for iPhone;FALSE;
periodicopalacio;;;8/23/2016;225;786;412;FALSE;3/30/2022 1:54;"LA PROTECCIÓN CIVIL EN #CuautitlanIzcalli SE HACE REALIDAD
https://t.co/FX5iusurNZ";Twitter Web App;FALSE;
Lucy_g;;;8/29/2021;55;53;8594;FALSE;3/30/2022 1:52;"RT @AmberAlertaNoOf: Vía @Dyzz4 solicitamos #difusión para #localizar a #JorgeAntonio García Mejía, 40 años; #Desapareció el 03 de febrero…";Twitter for Android;FALSE;
Isabel Méndez;;;10/28/2011;541;337;156;FALSE;3/30/2022 1:42;RT @ignacio_rubi: En cumplimiento a la instrucción del Subsecretario de Educación Media Superior @israeljeronimol, participé en la presenta…;Twitter for iPhone;FALSE;
PeriódicoAQUIᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ;Cuautitlán Izcalli, México;Conoce todos servicios que publicamos en AQUI CUAUTITLÁN IZCALLI, con 32 años de vida y un alcance desde Tepotzotlán hasta Naucalpan.;5/28/2010;6779;6269;1032;FALSE;3/30/2022 1:41;"INSTITUTO J. ENRIQUE PESTALOZZI
""Integración de cabeza, mano y corazón""

#MATERNAL, #PREESCOLAR Y #PRIMARIA
INSCRIPCIÓN GRATIS para Preescolar y 1° de Primaria

TALLERES EXTRACLASES / HORARIO EXTENDIDO

551113-2886 - 551113-2979
Junto a la Iglesia de San Judas, Cuautitlán Izcalli https://t.co/fVohAunUxC";Postcron App;FALSE;
ADRI;;;9/22/2020;154;252;5293;FALSE;3/30/2022 1:39;RT @alfredodelmazo: Del 26 al 28 de enero aplicaremos la dosis de refuerzo a los adultos de 50 a 59 años en #LaPaz, #Zinacantepec y #Cuauti…;Twitter for Android;FALSE;
David Martínez;;IPN-LFC-UNAM-UAEM-UPT;2/23/2010;21;59;3;FALSE;3/30/2022 1:33;@RicardoAlemanMx Ahora calcula el Uber saliendo de Naucalpan, Tlalnepantla, Cuautitlán, Coacalco o Villa de las Flores.;Twitter Web App;FALSE;
PeriódicoAQUIᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ;Cuautitlán Izcalli, México;Conoce todos servicios que publicamos en AQUI CUAUTITLÁN IZCALLI, con 32 años de vida y un alcance desde Tepotzotlán hasta Naucalpan.;5/28/2010;6779;6269;1032;FALSE;3/30/2022 1:31;"¡HAREMOS QUE TODOS CONOZCAN TUS SERVICIOS!

#Anúnciate en AQUI CUAUTITLÁN IZCALLI #RevistaDigital y #RedesSociales

¡5 SEMANAS POR EL PRECIO DE 3!

Alcance desde #Naucalpan hasta #Tepotzotlán

Info: 555871-1287 o https://t.co/K5MH08hQby

#AQUICUAUTITLÁNIZCALLI https://t.co/Jtny7eHFj9";Postcron App;FALSE;
Yuri Evangelista;;La vida es una... Pues a vivirla😎;7/2/2021;29;135;246;FALSE;3/30/2022 1:23;RT @letycisner: Hoy firmamos en Cuautitlán Izcalli convenios con 19 ayuntamientos de la región nororiente del Estado de México, para acerca…;Twitter for Android;FALSE;
Ed Gary;;;4/23/2010;46;18;113;FALSE;3/30/2022 1:23;RT @letycisner: Hoy firmamos en Cuautitlán Izcalli convenios con 19 ayuntamientos de la región nororiente del Estado de México, para acerca…;Twitter for Android;FALSE;
Notiflashmx;;medio de comunicación;4/18/2019;418;2548;5535;FALSE;3/30/2022 1:22;CUAUTITLÁN IZCALLI, SEDE DE LA FIRMA DE CONVENIO DEL PROGRAMA JORNADAS ITINERANTES https://t.co/Rotif4n9eP https://t.co/ebwQRMKIoK;Twitter for Android;FALSE;
PeriódicoAQUIᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ;Cuautitlán Izcalli, México;Conoce todos servicios que publicamos en AQUI CUAUTITLÁN IZCALLI, con 32 años de vida y un alcance desde Tepotzotlán hasta Naucalpan.;5/28/2010;6779;6269;1032;FALSE;3/30/2022 1:21;"Importante Empresa en el Ramo de la Fabricación de Bolsas de Plástico SOLICITA:

- OPERADORAS (ES) DE MÁQUINA DE CONVERSIÓN
- OPERADORES EXTRUSORA DE GLOBO

¡Viva por Zona Cuautitlán Izcalli!

Te esperamos en Av. Transformación #4, Parque Indistral, Cuautitlán Izcalli
555870-2378 https://t.co/qvkVCQtpeQ";Postcron App;FALSE;
Spider Man 🤘🏻🕸️;;En mi cuenta real tengo 5k seguidores esa es @;10/5/2021;47;412;1650;FALSE;3/30/2022 1:08;"Oye @JACMotorsMX la sei2/2022  me esta coqueteando

Y creo que me va a convencer";Twitter for Android;FALSE;
Francisco M. G;;Francisco Martínez Gómez, Defensoria Pública, Caravanas por la Justicia Citidiana.;1/8/2020;88;157;2429;FALSE;3/30/2022 1:05;RT @letycisner: Hoy firmamos en Cuautitlán Izcalli convenios con 19 ayuntamientos de la región nororiente del Estado de México, para acerca…;Twitter for Android;FALSE;
Diana;;;11/8/2021;0;10;69;FALSE;3/30/2022 1:05;@CFE_Contigo buena tarde no tenemos luz en el fracc valle de la hacienda Cuautitlán Izcalli ya lo hemos reportado pero no hay solución .;Twitter for Android;FALSE;
María de los ángeles. CAMILA TE ESTAMOS BUSCANDO;Venezuela;En Busca de mi hija Camila;4/4/2012;434;857;5634;FALSE;3/30/2022 1:02;"RT @AmberAlertaNoOf: Vía @Dyzz4 solicitamos #difusión para #localizar a #JorgeAntonio García Mejía, 40 años; #Desapareció el 03 de febrero…";Twitter for iPhone;FALSE;
